FHRS_ID,BUSINESS_NAME,BUSINESS_TYPE,LOCAL_AUTHORITY_NAME,LATITUDE,LONGITUDE,RATING_VALUE,INCOME_DECILE,PREDICTED_RATING,RISK_SCORE
1651222,Bloomsyard,Restaurant/Cafe/Canteen,City of London Corporation,51.51979,-0.08416,5,10,pass,0.123
1651223,"Horizon 22, Level 58",Restaurant/Cafe/Canteen,City of London Corporation,51.51452,-0.08305,5,10,pass,0.123
1651224,Honi Poke,Takeaway/sandwich shop,City of London Corporation,51.51458,-0.09609,5,10,pass,0.161
1651225,Thomas Foods UK,Importers/Exporters,City of London Corporation,51.51442,-0.09827,Exempt,10,pass,0.068
1651299,Bright Cloud Childminding,Caring Premises,Havering,51.60046,0.21052,Exempt,3,pass,0.175
1651325,La Pino'z Pizza,Restaurant/Cafe/Canteen,Harrow,51.58845,-0.36333,3,6,fail,0.403
1651326,The Spice Box,Restaurant/Cafe/Canteen,Harrow,51.61026,-0.28048,4,3,fail,0.464
1651355,Fresh Fish,Retailers - other,Sutton,51.38311,-0.18852,5,3,fail,0.421
1651364,C-o-n-f-e-c-t-i-o-n-e-r-y Island,Other catering premises,Hillingdon,,,5,,,
1651365,Bella Roma Pizzeria,Takeaway/sandwich shop,Hillingdon,51.58467,-0.40629,4,7,fail,0.43
1651369,Hot House pizza Northwood,Takeaway/sandwich shop,Hillingdon,51.59954,-0.40949,3,4,fail,0.492
1651370,McDonalds,Takeaway/sandwich shop,Hillingdon,51.55917,-0.40026,5,4,fail,0.492
1651383,Yo! Sushi,Takeaway/sandwich shop,Hillingdon,51.51559,-0.47731,4,3,fail,0.513
1651644,Toto Lounge & Bar Limited,Other catering premises,Enfield,51.61932,-0.11328,1,4,pass,0.321
1651645,Merkur Slots,Retailers - other,Enfield,51.61397,-0.06426,5,1,fail,0.587
1651646,Yayla Food Centre,Retailers - other,Enfield,51.61382,-0.06431,1,1,fail,0.587
1651647,Mega Nuts Ltd,Other catering premises,Enfield,,,5,,,
1651650,Chicken Time,Takeaway/sandwich shop,Enfield,51.61624,-0.13428,1,6,fail,0.481
1651707,Holy Crepe,Other catering premises,Ealing,,,5,,,
1651708,Pappa Lloyd's Kitchen,Mobile caterer,Ealing,51.52177,-0.33452,AwaitingInspection,3,fail,0.444
1651710,Admiral Casino,Other catering premises,Ealing,51.50722,-0.27032,5,2,fail,0.393
1651711,Ajimi Japanese Restaurant,Restaurant/Cafe/Canteen,Ealing,51.50845,-0.26959,4,2,fail,0.522
1651712,Play2gether Mandeville,Caring Premises,Ealing,51.55078,-0.33607,5,4,pass,0.229
1651714,Noel Road Post Office,Retailers - other,Ealing,51.51778,-0.28067,5,5,fail,0.541
1651718,Bikeday Coffee,Restaurant/Cafe/Canteen,Ealing,51.50695,-0.24585,5,2,fail,0.522
1651720,ENG Sports Academy At Viking Community Centre,Caring Premises,Ealing,51.53281,-0.39288,4,1,pass,0.276
1651722,Costcutter,Retailers - other,Ealing,51.51547,-0.33725,4,4,fail,0.562
1651724,Portobello 177,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.51496,-0.20467,3,3,pass,0.179
1651725,Dacha Deli and Caviar,Retailers - other,Kensington and Chelsea,51.50979,-0.19323,5,6,pass,0.19
1651727,Dunkin' Earls Court,Takeaway/sandwich shop,Kensington and Chelsea,51.49193,-0.19311,5,7,pass,0.176
1651730,Kingston Catering,Other catering premises,Kensington and Chelsea,,,AwaitingInspection,,,
1651731,R&H Cafe Gallery,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49737,-0.19708,5,10,pass,0.108
1651738,Wine After Nine,Retailers - other,Hammersmith and Fulham,51.49032,-0.20646,5,4,pass,0.328
1651739,Biercraft,Retailers - other,Hammersmith and Fulham,51.52668,-0.25064,5,2,fail,0.365
1651740,The Quarter Café,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.49201,-0.20704,4,2,pass,0.294
1651743,Kaspas Fulham Limited,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.48353,-0.20076,5,4,pass,0.261
1651744,Deli Marche,Retailers - other,Hammersmith and Fulham,51.51653,-0.23667,5,4,pass,0.328
1651745,Martee's,Retailers - other,Hammersmith and Fulham,51.48706,-0.21995,5,7,pass,0.275
1651767,Junior Adventures Group,School/college/university,Bromley,,,4,7,pass,0.057
1651770,Eatwell,Restaurant/Cafe/Canteen,Bromley,51.40644,-0.03018,5,6,pass,0.246
1651774,Carnival Coffee Roasters,Restaurant/Cafe/Canteen,Bromley,51.41353,-0.05171,5,4,pass,0.279
1651776,Indi Bakes Cakes,Restaurant/Cafe/Canteen,Bromley,,,4,,,
1651778,The Gordon Arms,Pub/bar/nightclub,Bromley,51.41969,0.06904,5,7,pass,0.163
1651784,Yolkin Ltd,Takeaway/sandwich shop,Bromley,51.39805,-0.04676,5,3,fail,0.365
1651785,King Palace,Restaurant/Cafe/Canteen,Bromley,51.37342,0.09733,5,6,pass,0.246
1651786,Kindred Little Learners,Caring Premises,Bromley,,,5,8,pass,0.081
1651787,Phukkies Kitchen,Other catering premises,Bromley,,,5,,,
1651790,Breaside Preparatory School,School/college/university,Bromley,51.40671,0.02533,5,8,pass,0.053
1651791,Amrita Cafe @ Amrita Hall,Other catering premises,Bromley,,,5,,,
1651795,Rach's Bakeshop,Restaurant/Cafe/Canteen,Bromley,,,5,,,
1651816,Grandpa sky juice,Mobile caterer,Brent,,,AwaitingInspection,,,
1651817,Shawarma Hub / Pho & Co,Takeaway/sandwich shop,Brent,51.53885,-0.294,5,3,fail,0.364
1651818,Trevell Events,Other catering premises,Brent,,,5,,,
1651819,Fede Pastry Kitchen/Ventra Pastry Chef,Other catering premises,Brent,,,5,,,
1651820,Selekt Chicken,Takeaway/sandwich shop,Brent,51.53791,-0.19367,5,2,fail,0.384
1651821,Persian Kitchen,Other catering premises,Brent,,,AwaitingInspection,,,
1651850,Department of Coffee and Social Affairs,Restaurant/Cafe/Canteen,Tower Hamlets,51.50258,-0.01355,5,3,pass,0.314
1651852,Padium,Retailers - other,Tower Hamlets,,,5,6,pass,0.33
1651853,Sprinkles,Restaurant/Cafe/Canteen,Tower Hamlets,51.52679,-0.05978,3,3,pass,0.314
1651857,Urban Baristas,Restaurant/Cafe/Canteen,Tower Hamlets,,,5,3,pass,0.314
1651858,Crispies,Restaurant/Cafe/Canteen,Tower Hamlets,51.50922,-0.07844,4,7,pass,0.247
1651859,Subway,Restaurant/Cafe/Canteen,Tower Hamlets,51.50603,-0.01711,5,9,pass,0.217
1651860,Atlantic Sushi,Restaurant/Cafe/Canteen,Tower Hamlets,51.51578,-0.05738,3,2,pass,0.332
1651861,The Original Crispy Cod,Restaurant/Cafe/Canteen,Tower Hamlets,51.51159,-0.05646,4,1,fail,0.351
1652020,Bambino City,Takeaway/sandwich shop,Barking and Dagenham,51.53017,0.14539,5,1,fail,0.576
1652021,Rs Chicken & Pizza,Takeaway/sandwich shop,Barking and Dagenham,51.55142,0.11063,1,2,fail,0.556
1652023,Cake Bae London,Other catering premises,Barking and Dagenham,,,4,,,
1652046,Cavavin,Takeaway/sandwich shop,Lambeth,,,5,4,fail,0.521
1652047,Casheta,Restaurant/Cafe/Canteen,Lambeth,51.42703,-0.13207,3,4,fail,0.443
1652070,Gana Restaurant,Restaurant/Cafe/Canteen,Harrow,51.57725,-0.37024,4,6,fail,0.403
1652071,Serenity Restaurant,Restaurant/Cafe/Canteen,Harrow,51.57935,-0.33368,3,2,fail,0.485
1652076,A2B Veg Restaurant,Restaurant/Cafe/Canteen,Harrow,51.57346,-0.37091,4,3,fail,0.464
1652077,3 Brothers Fresh Food,Mobile caterer,Harrow,,,5,,,
1652078,Seva Park Cafe,Restaurant/Cafe/Canteen,Harrow,51.58403,-0.34599,3,,,
1652106,Globetrotters Soft Play Centre,Restaurant/Cafe/Canteen,Bexley,51.45947,0.13665,5,4,fail,0.389
1652108,Boba And Beyond,Takeaway/sandwich shop,Bexley,51.46322,0.1042,5,5,fail,0.445
1652109,Rahmans Kitchen,Restaurant/Cafe/Canteen,Bexley,51.46594,0.14569,3,8,pass,0.313
1652133,Westminster Abbey Choir School,School/college/university,Westminster,51.49946,-0.12745,5,7,pass,0.078
1652137,The Orchard,Restaurant/Cafe/Canteen,Westminster,51.51363,-0.15942,5,5,pass,0.331
1652138,Cambridge Street Kitchen,Takeaway/sandwich shop,Westminster,,,5,,,
1652139,Naroon,Restaurant/Cafe/Canteen,Westminster,51.51888,-0.14094,4,5,pass,0.331
1652140,Earl of East,Takeaway/sandwich shop,Westminster,,,Exempt,,,
1652146,BKC Soho,Restaurant/Cafe/Canteen,Westminster,51.51342,-0.13005,5,6,pass,0.313
1652147,Martee's,Retailers - other,Westminster,51.52071,-0.16331,Exempt,5,fail,0.406
1652149,Bone Daddies,Restaurant/Cafe/Canteen,Westminster,51.51133,-0.12796,2,4,fail,0.349
1652185,Canonbury Mini-Market,Retailers - other,Islington,51.54902,-0.0924,4,5,fail,0.451
1652347,Loco JH Food and Wine Ltd,Retailers - other,Hillingdon,51.52802,-0.4812,5,5,fail,0.474
1652348,Centre for the Creative Industries,Restaurant/Cafe/Canteen,Hillingdon,51.5155,-0.41274,5,3,fail,0.435
1652349,Caterlink @ Uxbridge Campus,School/college/university,Hillingdon,51.54997,-0.46914,5,4,pass,0.125
1652350,Impact Food Group @ Harlington School,School/college/university,Hillingdon,51.49711,-0.4365,5,4,pass,0.125
1652352,Sweet Treeats,Other catering premises,Hillingdon,,,5,,,
1652360,Nadri,Restaurant/Cafe/Canteen,Sutton,,,3,4,pass,0.326
1652361,Ayrra Express,Restaurant/Cafe/Canteen,Sutton,51.38335,-0.18894,4,3,fail,0.345
1652363,Costa Coffee,Restaurant/Cafe/Canteen,Sutton,51.37507,-0.20635,5,7,pass,0.274
1653573,Howden,Restaurant/Cafe/Canteen,City of London Corporation,51.51426,-0.07846,5,10,pass,0.123
1653574,"Vacherin By Compass Group UK, The Berkeley Partnership",Other catering premises,City of London Corporation,51.51571,-0.10403,5,10,pass,0.077
1653575,"WatchHouse, Unit 10,",Restaurant/Cafe/Canteen,City of London Corporation,51.51119,-0.08225,5,10,pass,0.123
1653576,Next (Unit 4 & 5),Retailers - other,City of London Corporation,,,Exempt,10,pass,0.163
1653684,Voodoo Chicken,Mobile caterer,Kingston-Upon-Thames,51.40201,-0.27099,5,6,pass,0.269
1653688,Amrta Chocolates,Mobile caterer,Kingston-Upon-Thames,,,5,,,
1653689,McDonalds,Restaurant/Cafe/Canteen,Kingston-Upon-Thames,51.40127,-0.25628,5,5,fail,0.335
1653690,McDonalds,Restaurant/Cafe/Canteen,Kingston-Upon-Thames,51.39223,-0.30596,5,5,fail,0.335
1653757,Sushi hand friends,Takeaway/sandwich shop,Greenwich,51.48504,0.00387,4,7,pass,0.271
1653759,THE KITCHEN,Takeaway/sandwich shop,Greenwich,,,5,7,pass,0.271
1653763,K2j News Agent,Retailers - other,Greenwich,51.43835,0.07159,5,7,pass,0.274
1653765,South East London Drinks & Snacks Supermarket/ SIP Up-24/7/ Alcohol Delivery/ Greenwich Alcohol Vapes & Cigar Delivery/ Greenwich Drinks & Snacks Delivery/ Appleberry Foods,Retailers - other,Greenwich,51.49011,0.02894,4,5,pass,0.308
1653766,Coban's kitchen,Restaurant/Cafe/Canteen,Greenwich,51.45081,0.05113,5,5,pass,0.243
1653767,AMORINO,Restaurant/Cafe/Canteen,Greenwich,51.4815,-0.00983,4,3,pass,0.275
1653926,ATALIAN SERVEST FOOD CO,Restaurant/Cafe/Canteen,Camden,51.52002,-0.13156,5,9,fail,0.344
1653927,KUMBA,Retailers - other,Camden,51.51547,-0.12149,AwaitingInspection,5,fail,0.503
1653929,GENERAL MEDICAL COUNCIL,Restaurant/Cafe/Canteen,Camden,51.52434,-0.14216,5,3,fail,0.464
1653930,BUBBLE WRAP,Restaurant/Cafe/Canteen,Camden,51.51945,-0.13513,5,9,fail,0.344
1653933,Everest Catering Trading Ltd Papa Noodle,Restaurant/Cafe/Canteen,Camden,51.51717,-0.12319,3,5,fail,0.423
1653934,CITY JUNIOR SCHOOL,Restaurant/Cafe/Canteen,Camden,51.51895,-0.11446,5,6,fail,0.403
1653935,BETTER GLL KING'S CROSS FITNESS,Restaurant/Cafe/Canteen,Camden,51.5377,-0.12301,4,4,fail,0.443
1653936,LAMASSU CAFE,Restaurant/Cafe/Canteen,Camden,51.55466,-0.1966,5,6,fail,0.403
1653937,Thomas Franks Ltd,Restaurant/Cafe/Canteen,Camden,51.55099,-0.16999,5,10,pass,0.326
1653938,NOTES COFFEE,Restaurant/Cafe/Canteen,Camden,51.52264,-0.13669,5,6,fail,0.403
1653941,JERK N FUSION,Takeaway/sandwich shop,Camden,,,5,,,
1653942,R-VEDA LTD,Retailers - other,Camden,51.5149,-0.12362,AwaitingInspection,5,fail,0.503
1653943,SEASON FRESH LTD,Retailers - other,Camden,51.5149,-0.12362,AwaitingInspection,5,fail,0.503
1653944,BaxterStorey - Paramount,Restaurant/Cafe/Canteen,Camden,51.54134,-0.14364,5,4,fail,0.443
1653945,SUSHI DAILY,Retailers - other,Camden,51.51743,-0.11875,5,6,fail,0.483
1653946,FLORI CANTO LTD,Takeaway/sandwich shop,Camden,51.53061,-0.13084,2,1,fail,0.583
1653947,LA CHINGA DA,Restaurant/Cafe/Canteen,Camden,51.53197,-0.13547,3,1,fail,0.505
1653948,Solus Kitchen,Restaurant/Cafe/Canteen,Camden,51.52268,-0.11446,1,3,fail,0.464
1653949,TASTE OF CASPIAN,Retailers - other,Camden,51.54454,-0.16896,AwaitingInspection,9,fail,0.421
1653951,YAYA VITALS,Retailers - other,Camden,51.5149,-0.12362,AwaitingInspection,5,fail,0.503
1653952,SICHUAN GRAND,Restaurant/Cafe/Canteen,Camden,51.51787,-0.12394,5,5,fail,0.423
1653953,TA'MINI LEBANESE BAKERY,Restaurant/Cafe/Canteen,Camden,51.52553,-0.12521,4,2,fail,0.484
1653954,Lakrids by Bülow,Retailers - other,Camden,51.5133,-0.12727,5,4,fail,0.524
1653960,Egyptian Bites,Takeaway/sandwich shop,Camden,,,5,,,
1653962,DREI LOEWEN LTD,Manufacturers/packers,Camden,51.54953,-0.18081,AwaitingInspection,6,pass,0.313
1653963,BLANK STREET UK LIMITED,Restaurant/Cafe/Canteen,Camden,51.51538,-0.12988,5,4,fail,0.443
1653964,FEAST With Us,Restaurant/Cafe/Canteen,Camden,51.55013,-0.15218,4,1,fail,0.505
1653965,FEAST With Us,Manufacturers/packers,Camden,51.53648,-0.13289,3,4,fail,0.35
1653966,FEAST With Us,Restaurant/Cafe/Canteen,Camden,51.5303,-0.11755,3,2,fail,0.484
1653967,FEAST With Us,Manufacturers/packers,Camden,51.53983,-0.14178,3,4,fail,0.35
1653970,SCJ PICNIC TO KOREA,Restaurant/Cafe/Canteen,Camden,51.51757,-0.12731,5,4,fail,0.443
1653973,DACCAPO PIZZERIA LTD,Restaurant/Cafe/Canteen,Camden,51.52366,-0.14101,5,8,fail,0.363
1654114,Harrison Catering Services Limited,School/college/university,Kensington and Chelsea,,,5,10,pass,0.024
1654116,Wyldd,Other catering premises,Kensington and Chelsea,,,5,,,
1654117,Taylorshaw @ Holland Park School,School/college/university,Kensington and Chelsea,51.50473,-0.20113,5,9,pass,0.026
1654119,Kinoya,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.4996,-0.16305,5,10,pass,0.108
1654121,Fresh Juice Bar,Restaurant/Cafe/Canteen,Kensington and Chelsea,,,5,3,pass,0.179
1654131,Buffalo Nutrition,Retailers - other,Barnet,51.55578,-0.21372,Exempt,2,fail,0.603
1654132,TFC Supermarket,Retailers - other,Barnet,51.60033,-0.26667,5,1,fail,0.623
1654133,YESMATE TEA LTD,Other catering premises,Barnet,,,5,,,
1654136,Brent Cross Drinks & Snacks Supermarket/Sip Up-24/7 Alcohol,Distributors/Transporters,Barnet,51.56221,-0.22003,Exempt,2,fail,0.364
1654137,Brampton Food & Wine,Retailers - other,Barnet,51.58743,-0.2299,4,4,fail,0.563
1654140,Souvlikeit,Takeaway/sandwich shop,Barnet,51.65237,-0.19798,5,5,fail,0.539
1654141,Hummus Bar,Restaurant/Cafe/Canteen,Barnet,51.57293,-0.19886,3,4,fail,0.482
1654144,Taco Bros Ltd,Mobile caterer,Barnet,,,5,,,
1654147,Signature At Highgate,Caring Premises,Barnet,51.57494,-0.17198,5,10,pass,0.153
1654148,Serial Dates,Other catering premises,Ealing,,,5,,,
1654149,Ellouze1870,Importers/Exporters,Ealing,,,5,,,
1654157,Pasta Evangelists,Manufacturers/packers,Ealing,51.52613,-0.25537,5,1,fail,0.445
1654159,French Tacos UK (Ealing),Takeaway/sandwich shop,Ealing,51.50994,-0.32792,3,1,fail,0.619
1654160,Accent Catering Services At Durston House School,School/college/university,Ealing,51.51672,-0.30715,5,4,pass,0.157
1654162,Susegad Cafa,Restaurant/Cafe/Canteen,Ealing,,,0,1,fail,0.543
1654164,Habb / Red Jalapeno / Route 77 / Shakester,Takeaway/sandwich shop,Ealing,51.51093,-0.32051,5,1,fail,0.619
1654167,Lavins Irish Bar,Pub/bar/nightclub,Ealing,51.50895,-0.33641,4,2,fail,0.415
1654168,Junior Adventures Group North Ealing,School/college/university,Ealing,51.52591,-0.31801,5,8,pass,0.118
1654170,Junior Adventures Group Northolt Leisure Centre,School/college/university,Ealing,51.54896,-0.36814,3,3,pass,0.168
1654173,Nourish Contract Catering At Elmwood Junior School,School/college/university,Croydon,51.38735,-0.10564,5,2,pass,0.139
1654174,Cocos Restaurant,Restaurant/Cafe/Canteen,Croydon,51.41971,-0.07869,5,4,fail,0.405
1654175,Burger Refreshments,Mobile caterer,Croydon,51.38139,-0.12672,4,2,fail,0.389
1654176,Impact Food Group At Harris Academy Crystal Palace,School/college/university,Croydon,51.41169,-0.07683,5,5,pass,0.112
1654177,Impact Food Group At Harris Invictus Academy Croydon,School/college/university,Croydon,51.3804,-0.10374,5,1,pass,0.149
1654178,Impact Food At Harris Aspire & Professional Skills 6th Form,School/college/university,Croydon,51.39849,-0.07818,5,3,pass,0.13
1654179,Accent Catering At Croydon High School,School/college/university,Croydon,51.34126,-0.06172,4,6,pass,0.104
1654637,Kung Pao Panda,Restaurant/Cafe/Canteen,Tower Hamlets,51.52644,-0.06627,4,1,fail,0.351
1654638,Olenka Ukrainian Kitchen,Other catering premises,Tower Hamlets,51.51964,-0.0717,5,2,pass,0.227
1654640,T4,Restaurant/Cafe/Canteen,Tower Hamlets,51.52685,-0.05858,4,3,pass,0.314
1654641,The Garden Green,Restaurant/Cafe/Canteen,Tower Hamlets,51.53168,-0.02692,3,2,pass,0.332
1654774,Fresh as a Daisy Cafe,Restaurant/Cafe/Canteen,Redbridge,51.59242,0.02841,5,6,fail,0.336
1654776,Sunburst Kitchen,Restaurant/Cafe/Canteen,Redbridge,,,5,,,
1654778,Playtime Daycare Ltd,Caring Premises,Redbridge,51.56647,0.10616,3,2,pass,0.185
1654779,Storia,Restaurant/Cafe/Canteen,Redbridge,51.60934,0.02228,5,5,fail,0.355
1654785,Tastee singh,Takeaway/sandwich shop,Redbridge,51.56389,0.08216,1,2,fail,0.492
1654786,Divine Ice cream ltd,Takeaway/sandwich shop,Redbridge,51.58096,0.05883,5,4,fail,0.45
1654787,Sardar Ji Pizza,Takeaway/sandwich shop,Redbridge,51.55914,0.08794,5,2,fail,0.492
1654919,The Hand in Hand,Restaurant/Cafe/Canteen,Merton,51.42163,-0.22737,5,9,pass,0.178
1654921,Bebeto,Manufacturers/packers,Merton,51.42188,-0.20952,5,10,pass,0.118
1654922,Buteco do Duda 2,Restaurant/Cafe/Canteen,Merton,51.41302,-0.18318,4,7,pass,0.203
1654950,Chandelier Thai Dining,Restaurant/Cafe/Canteen,Richmond-Upon-Thames,51.48582,-0.23262,5,10,pass,0.257
1654951,Revital Health,Retailers - other,Richmond-Upon-Thames,51.46273,-0.30284,5,9,fail,0.342
1654952,Cucina at Orleans Park School,Restaurant/Cafe/Canteen,Richmond-Upon-Thames,,,5,9,pass,0.273
1654953,The White Swan,Pub/bar/nightclub,Richmond-Upon-Thames,51.46127,-0.3112,5,9,pass,0.196
1654954,Shell Little Waitrose Richmond,Retailers - other,Richmond-Upon-Thames,51.46808,-0.28379,5,8,fail,0.361
1654955,Barnes Pantry,Retailers - other,Richmond-Upon-Thames,51.47426,-0.24407,1,7,fail,0.38
1654965,Royal Mahal,Restaurant/Cafe/Canteen,Wandsworth,51.43495,-0.16149,5,6,pass,0.237
1654967,Ekachai,Restaurant/Cafe/Canteen,Wandsworth,51.45491,-0.19381,5,1,pass,0.32
1654968,The Roundhouse Public House,Pub/bar/nightclub,Wandsworth,,,5,8,pass,0.146
1654971,Spanish Gastro Larder,Retailers - other,Wandsworth,,,4,,,
1654976,Band Of Burgers,Restaurant/Cafe/Canteen,Wandsworth,51.4361,-0.18631,4,10,pass,0.182
1654977,AA Produce Ltd,Retailers - other,Wandsworth,51.47749,-0.13492,Exempt,7,pass,0.284
1654978,pHresh,Restaurant/Cafe/Canteen,Wandsworth,51.46546,-0.15553,5,4,pass,0.269
1654984,Battersea Spanish,Restaurant/Cafe/Canteen,Wandsworth,51.47453,-0.1524,5,2,pass,0.303
1655105,For Your Foodies,Restaurant/Cafe/Canteen,Redbridge,,,AwaitingInspection,,,
1655108,Lakehouse Hungarian Restaurant,Restaurant/Cafe/Canteen,Redbridge,51.59417,0.02208,5,6,fail,0.336
1655123,Compass Group At Cornerstone School (Chartwells),School/college/university,Bexley,51.4893,0.15453,AwaitingInspection,4,pass,0.114
1655124,Aplattkitchen,Retailers - other,Bexley,,,5,,,
1655126,Vintage Lindy Lou,Retailers - other,Bexley,,,5,,,
1655127,Cherry Care Children's Home Eagle House,Caring Premises,Bexley,51.46781,0.19629,4,2,pass,0.194
1655130,SUSHI HANDROLL,Restaurant/Cafe/Canteen,Islington,51.56777,-0.11176,4,4,fail,0.392
1655131,Lantern / Mr Chans,Takeaway/sandwich shop,Islington,51.52248,-0.1017,4,9,fail,0.368
1655135,Amaka's Nigerian KItchen,Other catering premises,Islington,,,5,,,
1655194,Kiddiewinks Softplay,Restaurant/Cafe/Canteen,Havering,51.58007,0.18229,5,4,fail,0.378
1655196,Gotham Boba,Restaurant/Cafe/Canteen,Havering,51.59275,0.18098,4,6,fail,0.34
1655198,Griller Elm Park,Restaurant/Cafe/Canteen,Havering,51.55107,0.1997,5,5,fail,0.359
1655199,Yo! To Go! @ Tesco Extra,Takeaway/sandwich shop,Havering,51.56565,0.19198,5,3,fail,0.475
1655254,Soul And Grain,Takeaway/sandwich shop,Newham,51.50415,0.04644,5,2,fail,0.641
1655255,Bun,Takeaway/sandwich shop,Newham,51.50817,0.02711,5,1,fail,0.66
1655256,Habanero,Restaurant/Cafe/Canteen,Newham,51.50817,0.02711,5,1,fail,0.587
1655257,Newham House,Caring Premises,Newham,51.55049,0.02786,5,5,pass,0.246
1655258,Poke Bowl,Restaurant/Cafe/Canteen,Newham,51.50817,0.02711,5,1,fail,0.587
1655260,Pizza Popolare,Restaurant/Cafe/Canteen,Newham,51.50817,0.02711,5,1,fail,0.587
1655261,White Men Can't Jerk,Other catering premises,Newham,51.52375,0.00044,5,2,fail,0.436
1655263,&Sweet,Other catering premises,Newham,,,5,,,
1655266,Al Zayt Restaurant,Restaurant/Cafe/Canteen,Newham,51.53755,0.0056,5,2,fail,0.566
1655270,Top Favourite,Takeaway/sandwich shop,Newham,51.5305,0.04033,3,5,fail,0.582
1655566,Ding Tea Hackney,Restaurant/Cafe/Canteen,Hackney,51.54332,-0.05501,5,6,pass,0.29
1655570,All Nations Vegan House Limited,Takeaway/sandwich shop,Hackney,,,4,2,fail,0.438
1655604,Culinera Limited @ Kingston Academy,School/college/university,Kingston-Upon-Thames,51.42373,-0.30192,5,10,pass,0.063
1655605,Impact Food Group @ Southborough School,School/college/university,Kingston-Upon-Thames,51.37581,-0.3019,5,4,pass,0.099
1655606,Go Sip Coffee Shop,Restaurant/Cafe/Canteen,Kingston-Upon-Thames,51.38484,-0.29337,3,7,pass,0.299
1655692,Cakesbysamina,Other catering premises,Hillingdon,,,5,,,
1655695,Chicken Cottage,Takeaway/sandwich shop,Hillingdon,51.51247,-0.47222,5,3,fail,0.513
1655696,Safa Hayes Food Centre Ltd,Retailers - other,Hillingdon,51.53202,-0.42145,3,3,fail,0.516
1655698,Hillside Infant School Breakfast and After School Club,School/college/university,Hillingdon,51.60765,-0.41076,4,10,pass,0.08
1655699,Just Pizza Plus - Three Chicken,Takeaway/sandwich shop,Hillingdon,51.57695,-0.39822,4,8,fail,0.41
1655700,Tropics Grill / Tropics Grill Ltd,Takeaway/sandwich shop,Hillingdon,51.52861,-0.44462,5,2,fail,0.534
1655703,Friends Food Corner Ltd,Restaurant/Cafe/Canteen,Hillingdon,51.51967,-0.41254,3,2,fail,0.455
1655704,Hayes Convenience Store,Retailers - other,Hillingdon,51.52253,-0.41991,5,2,fail,0.536
1655767,The Acorn,Pub/bar/nightclub,Barking and Dagenham,51.54589,0.09322,1,4,fail,0.334
1655768,Essex Kebabish Chadwell Heath,Takeaway/sandwich shop,Barking and Dagenham,51.57101,0.13272,4,3,fail,0.535
1655770,3 Luanet Restaurant & Shisha Lounge,Restaurant/Cafe/Canteen,Barking and Dagenham,51.5722,0.14301,2,3,fail,0.457
1655814,Hca international ltd.,Restaurant/Cafe/Canteen,Southwark,51.50633,-0.08587,5,7,pass,0.26
1655815,Vinoteca ltd,Takeaway/sandwich shop,Southwark,51.50633,-0.09165,5,4,fail,0.382
1655817,Tower bridge arms,Pub/bar/nightclub,Southwark,51.50285,-0.07688,3,10,pass,0.151
1655818,The after school cookie club,Retailers - other,Southwark,51.50614,-0.09219,5,4,fail,0.385
1655820,Costcutter supermarket,Retailers - other,Southwark,51.49561,-0.08392,4,5,fail,0.365
1655822,Two dots,Restaurant/Cafe/Canteen,Southwark,51.50073,-0.09147,4,6,pass,0.277
1655827,Rambutan,Restaurant/Cafe/Canteen,Southwark,51.50566,-0.09167,5,4,pass,0.311
1655828,Cake box peckham,Other catering premises,Southwark,51.46784,-0.06664,5,3,pass,0.225
1655830,Howden group services,Restaurant/Cafe/Canteen,Southwark,51.48472,-0.06229,5,3,pass,0.329
1655833,Bromley South Fruit & Veg Stall - O/S Poundland,Retailers - other,Bromley,51.40171,0.01655,4,4,fail,0.348
1655871,My Favourite Sandwich/Taco Taco,Other catering premises,Tower Hamlets,51.52101,-0.07543,5,7,pass,0.162
1655892,St James Market,Retailers - other,Croydon,51.38185,-0.09305,4,2,fail,0.527
1655893,Taste Like Home,Mobile caterer,Croydon,,,5,,,
1655894,Aspens Services At St Joseph's College,School/college/university,Croydon,51.42055,-0.10743,5,7,pass,0.096
1655898,Delly's,Restaurant/Cafe/Canteen,Croydon,51.3972,-0.09247,4,4,fail,0.405
1655899,Mary Convenience Store,Retailers - other,Croydon,51.30235,-0.11686,4,8,fail,0.403
1655902,Eat More Peri Peri,Restaurant/Cafe/Canteen,Croydon,51.3727,-0.10139,5,2,fail,0.446
1655950,Pizza Express,Restaurant/Cafe/Canteen,Richmond-Upon-Thames,51.47778,-0.28585,5,9,pass,0.273
1656064,Escape Restaurant,Other catering premises,Hammersmith and Fulham,51.51763,-0.24042,5,4,pass,0.173
1656111,Dekitchen,Takeaway/sandwich shop,Bexley,,,5,,,
1656112,Community Fridge,Retailers - other,Bexley,51.45019,0.10429,5,7,fail,0.407
1656150,Enfield and Winchmore Hill Synagogue,Other catering premises,Enfield,51.64347,-0.07362,5,4,pass,0.321
1656151,HAPA Bakery R/O,Other catering premises,Enfield,51.62187,-0.10528,0,4,pass,0.321
1656152,Shere Khan,Restaurant/Cafe/Canteen,Enfield,51.64313,-0.04699,3,1,fail,0.506
